,x,y,z
0,3.83947672,-102.9655941,174.9510763
1,5.531524097,-103.2018232,174.9510763
2,7.223571474,-103.399706,174.9510763
3,8.915618852,-103.5986085,174.9510763
4,10.60766623,-103.361022,174.9510763
5,12.29971361,-103.2481583,174.9510763
6,13.99176098,-102.9655941,174.9510763
7,14.6238383,-102.8456206,174.9510763
8,15.68380836,-102.6120926,174.9510763
9,17.37585574,-102.126718,174.9510763
10,19.06790312,-101.9416141,174.9510763
11,20.75995049,-101.506908,174.9510763
12,21.35525988,-101.1507054,174.9510763
13,22.45199787,-100.5064469,174.9510763
14,24.14404525,-100.0194345,174.9510763
15,24.98615924,-99.45579014,174.9510763
16,25.83609263,-98.81153164,174.9510763
17,27.52814,-98.2848561,174.9510763
18,28.13548921,-97.76087488,174.9510763
19,29.22018738,-96.88899137,174.9510763
20,30.17512534,-96.06595963,174.9510763
21,30.91223476,-95.36146568,174.9510763
22,32.16913139,-94.37104437,174.9510763
23,32.60428213,-93.93515608,174.9510763
24,33.89891987,-92.67612912,174.9510763
25,34.29632951,-92.2780459,174.9510763
26,35.3264142,-90.98121386,174.9510763
27,35.98837689,-90.28485539,174.9510763
28,36.85110634,-89.28629861,174.9510763
29,37.68042427,-88.31905733,174.9510763
30,38.29038748,-87.59138336,174.9510763
31,38.90355851,-85.8964681,174.9510763
32,39.37247164,-85.3985071,174.9510763
33,40.16541439,-84.20155285,174.9510763
34,41.06451902,-82.57845765,174.9510763
35,41.1248293,-82.50663759,174.9510763
36,41.8919722,-80.81172234,174.9510763
37,42.35915675,-79.11680708,174.9510763
38,42.7565664,-78.64839891,174.9510763
39,43.44136808,-77.42189183,174.9510763
40,43.78665109,-75.72697658,174.9510763
41,44.44861378,-74.07000719,174.9510763
42,44.46828875,-74.03206132,174.9510763
43,45.11690825,-72.33714607,174.9510763
44,45.32661774,-70.64223081,174.9510763
45,45.56849643,-68.94731556,174.9510763
46,46.14066115,-67.5188274,174.9510763
47,46.26043166,-67.25240031,174.9510763
48,46.72877587,-65.55748505,174.9510763
49,46.92306754,-63.8625698,174.9510763
50,47.01866512,-62.16765454,174.9510763
51,47.17074584,-60.47273929,174.9510763
52,47.3104894,-58.77782403,174.9510763
53,47.51568152,-57.08290878,174.9510763
54,47.77653432,-55.38799353,174.9510763
55,47.83270853,-54.93900935,174.9510763
56,47.95247903,-53.69307827,174.9510763
57,48.31275568,-51.99816302,174.9510763
58,48.31275568,-50.30324776,174.9510763
59,48.31275568,-48.60833251,174.9510763
60,48.31275568,-46.91341725,174.9510763
61,48.31275568,-45.218502,174.9510763
62,48.31275568,-43.52358675,174.9510763
63,48.34723778,-41.82867149,174.9510763
64,48.23456504,-40.13375624,174.9510763
65,47.95247903,-38.43884098,174.9510763
66,47.83270853,-37.68327635,174.9510763
67,47.65348509,-36.74392573,174.9510763
68,47.51568152,-35.04901047,174.9510763
69,47.26054381,-33.35409522,174.9510763
70,47.20384635,-31.65917997,174.9510763
71,47.11502233,-29.96426471,174.9510763
72,47.03790732,-28.26934946,174.9510763
73,47.00545709,-26.5744342,174.9510763
74,46.94280966,-24.87951895,174.9510763
75,46.86494303,-23.1846037,174.9510763
76,46.49626101,-21.48968844,174.9510763
77,46.14066115,-20.23968844,174.9510763
78,45.96143771,-19.79477319,174.9510763
79,45.56849643,-18.09985793,174.9510763
80,45.38374691,-16.40494268,174.9510763
81,45.27606696,-14.71002742,174.9510763
82,45.17289565,-13.01511217,174.9510763
83,44.80421363,-11.32019692,174.9510763
84,44.44861378,-10.07019692,174.9510763
85,44.26939034,-9.625281661,174.9510763
86,43.87644905,-7.930366407,174.9510763
87,43.67673142,-6.235451153,174.9510763
88,43.53193755,-4.540535898,174.9510763
89,43.06757167,-2.845620644,174.9510763
90,42.7565664,-2.127711675,174.9510763
91,42.28765327,-1.15070539,174.9510763
92,41.98468404,0.544209864,174.9510763
93,41.83989017,2.239125119,174.9510763
94,41.37552429,3.934040373,174.9510763
95,41.06451902,4.651949342,174.9510763
96,40.59560589,5.628955627,174.9510763
97,40.29263666,7.323870881,174.9510763
98,40.1478428,9.018786136,174.9510763
99,39.68347691,10.71370139,174.9510763
100,39.37247164,11.34571768,174.9510763
101,38.82854396,12.40861664,174.9510763
102,38.5452202,14.1035319,174.9510763
103,38.31296337,15.79844715,174.9510763
104,37.68042427,17.19070726,174.9510763
105,37.44729138,17.49336241,174.9510763
106,36.95070892,19.18827766,174.9510763
107,36.69068663,20.88319292,174.9510763
108,35.98837689,22.43404037,174.9510763
109,35.86416523,22.57810817,174.9510763
110,35.25866154,24.27302342,174.9510763
111,34.96855346,25.96793868,174.9510763
112,34.29632951,27.19444575,174.9510763
113,33.89891987,27.66285393,174.9510763
114,33.44880404,29.35776919,174.9510763
115,32.95988199,31.05268444,174.9510763
116,32.60428213,31.63100981,174.9510763
117,31.94231945,32.74759969,174.9510763
118,31.59033666,34.44251495,174.9510763
