,x,y,z
0,4.734244063741233,-129.15178164248374,-0.31810107197549775
1,6.426291441067766,-129.26671547394096,-0.31810107197549775
2,8.1183388183943,-129.57222992727947,-0.31810107197549775
3,9.810386195720888,-129.64545454003883,-0.31810107197549775
4,11.502433573047421,-129.84435698799467,-0.31810107197549775
5,13.194480950374011,-129.84435698799467,-0.31810107197549775
6,14.8865283277006,-129.84435698799467,-0.31810107197549775
7,16.57857570502713,-129.84435698799467,-0.31810107197549775
8,18.270623082353723,-129.84435698799467,-0.31810107197549775
9,19.962670459680254,-129.84435698799467,-0.31810107197549775
10,21.654717837006842,-129.75440331435496,-0.31810107197549775
11,23.346765214333377,-129.57222992727947,-0.31810107197549775
12,25.038812591659966,-129.57222992727947,-0.31810107197549775
13,26.730859968986554,-129.57222992727947,-0.31810107197549775
14,28.422907346313085,-129.36456271602148,-0.31810107197549775
15,30.114954723639677,-129.21134264277933,-0.31810107197549775
16,31.80700210096621,-129.21134264277933,-0.31810107197549775
17,33.4990494782928,-129.21134264277933,-0.31810107197549775
18,33.99386348363065,-129.09136913885823,-0.31810107197549775
19,35.19109685561933,-128.77380478984824,-0.31810107197549775
20,36.88314423294592,-128.54651954019647,-0.31810107197549775
21,38.575191610272505,-128.38687519629144,-0.31810107197549775
22,40.26723898759904,-128.29522080814638,-0.31810107197549775
23,41.95928636492563,-128.2253095271213,-0.31810107197549775
24,43.65133374225216,-128.17313922704255,-0.31810107197549775
25,45.34338111957875,-128.02380488090958,-0.31810107197549775
26,47.03542849690534,-127.7526564554743,-0.31810107197549775
27,48.72747587423187,-127.41616220153062,-0.31810107197549775
28,48.81564160817853,-127.39645388462095,-0.31810107197549775
29,50.41952325155846,-127.03851637857477,-0.31810107197549775
30,52.111570628885,-126.7521953874956,-0.31810107197549775
31,53.803618006211586,-126.56780031917958,-0.31810107197549775
32,55.49566538353812,-126.47130241466853,-0.31810107197549775
33,57.187712760864706,-126.10407625187659,-0.31810107197549775
34,58.48523497128383,-125.70153863038358,-0.31810107197549775
35,58.879760138191294,-125.5220114225335,-0.31810107197549775
36,60.571807515517825,-125.07161058297767,-0.31810107197549775
37,62.263854892844414,-124.89516259326416,-0.31810107197549775
38,63.95590227017095,-124.7903558805724,-0.31810107197549775
39,65.64794964749754,-124.52202470575912,-0.31810107197549775
40,67.03859231036763,-124.00662337614632,-0.31810107197549775
41,67.33999702482407,-123.82709616829624,-0.31810107197549775
42,69.03204440215066,-123.27567122318905,-0.31810107197549775
43,70.72409177947725,-123.06112516441459,-0.31810107197549775
44,72.41613915680378,-122.37212062553459,-0.31810107197549775
45,72.51940965401154,-122.31170812190906,-0.31810107197549775
46,74.10818653413037,-121.60721417934228,-0.31810107197549775
47,75.8002339114569,-121.41501043628966,-0.31810107197549775
48,77.49228128878349,-120.79213920275456,-0.31810107197549775
49,77.81469342462832,-120.61679286767179,-0.31810107197549775
50,79.18432866611002,-119.97253437054644,-0.31810107197549775
51,80.87637604343662,-119.73512575884182,-0.31810107197549775
52,82.56842342076321,-119.19507119059769,-0.31810107197549775
53,82.97569504787361,-118.92187761343453,-0.31810107197549775
54,84.26047079808974,-118.19092546047716,-0.31810107197549775
55,85.95251817541633,-117.71328747475962,-0.31810107197549775
56,86.70869864050474,-117.22696235919716,-0.31810107197549775
57,87.64456555274286,-116.58270386207192,-0.31810107197549775
58,89.33661293006945,-116.13346864678608,-0.31810107197549775
59,90.17907082345339,-115.5320471049599,-0.31810107197549775
60,91.02866030739598,-114.85079907846585,-0.31810107197549775
61,92.72070768472257,-114.19780301271099,-0.31810107197549775
62,93.17475322378371,-113.83713185072264,-0.31810107197549775
63,94.41275506204916,-113.03075581360311,-0.31810107197549775
64,95.78777542428956,-112.14221659648538,-0.31810107197549775
65,96.10480243937569,-111.82465224747529,-0.31810107197549775
66,97.79684981670228,-110.81488964335084,-0.31810107197549775
67,98.20562821994815,-110.44730134224801,-0.31810107197549775
68,99.48889719402881,-109.48931554112684,-0.31810107197549775
69,100.33196230813846,-108.75238608801074,-0.31810107197549775
70,101.1809445713554,-107.95980845743358,-0.31810107197549775
71,102.08175539700592,-107.05747083377348,-0.31810107197549775
72,102.87299194868199,-106.26489320319632,-0.31810107197549775
73,103.77380277433251,-105.36255557953622,-0.31810107197549775
74,104.56503932600853,-104.53723163988992,-0.31810107197549775
75,105.31766165311157,-103.66764032529885,-0.31810107197549775
76,106.25708670333512,-102.28494630210527,-0.31810107197549775
77,106.53345444163176,-101.97272507106159,-0.31810107197549775
78,107.37696935875074,-100.27780981682433,-0.31810107197549775
79,107.94913408066165,-99.6428262782314,-0.31810107197549775
80,108.66511907895354,-98.58289456258706,-0.31810107197549775
81,108.99801307676327,-96.88797930834968,-0.31810107197549775
82,109.64118145798824,-95.78938243627478,-0.31810107197549775
83,109.99678131721573,-95.19306405411243,-0.31810107197549775
84,110.46077004743343,-93.49814879987517,-0.31810107197549775
85,110.59177773156692,-91.80323354563791,-0.31810107197549775
86,110.84363520687445,-90.10831829140054,-0.31810107197549775
87,111.27705462786264,-88.41340303716328,-0.31810107197549775
88,111.33322883531477,-88.30354741883306,-0.31810107197549775
89,111.81327598450014,-86.71848778292602,-0.31810107197549775
90,111.81327598450014,-85.02357252868875,-0.31810107197549775
91,111.81327598450014,-83.32865727445137,-0.31810107197549775
92,111.81327598450014,-81.63374202021411,-0.31810107197549775
93,111.84775808145963,-79.93882676597686,-0.31810107197549775
94,111.81327598450014,-78.2439115117396,-0.31810107197549775
95,111.68882869454228,-76.54899625750234,-0.31810107197549775
96,111.45299933838326,-74.85408100326497,-0.31810107197549775
97,111.33322883531477,-73.60814992233556,-0.31810107197549775
98,111.27705462786264,-73.1591657490277,-0.31810107197549775
99,111.0162018202287,-71.46425049479043,-0.31810107197549775
100,110.78930114798746,-69.76933524055318,-0.31810107197549775
101,110.6299269298759,-68.0744199863158,-0.31810107197549775
102,110.50597739096557,-66.37950473207854,-0.31810107197549775
103,110.43804840466265,-64.68458947784129,-0.31810107197549775
104,110.3271146200454,-62.98967422360402,-0.31810107197549775
105,109.95218672530987,-61.29475896936665,-0.31810107197549775
106,109.64118145798824,-60.425736572272235,-0.31810107197549775
107,109.28384959916032,-59.59984371512939,-0.31810107197549775
108,108.97921876893413,-57.90492846089212,-0.31810107197549775
109,108.7886712788314,-56.210013206654864,-0.31810107197549775
110,108.64152536358085,-54.51509795241749,-0.31810107197549775
111,108.2218654013492,-52.82018269818023,-0.31810107197549775
112,107.94913408066165,-52.167010480660636,-0.31810107197549775
113,107.48022095109405,-51.12526744394297,-0.31810107197549775
114,107.17725172365795,-49.43035218970571,-0.31810107197549775
115,107.0324578573601,-47.735436935468336,-0.31810107197549775
116,106.61268656256262,-46.04052168123107,-0.31810107197549775
117,106.25708670333512,-45.158788884604675,-0.31810107197549775
118,105.85967705845867,-44.34560642699381,-0.31810107197549775
119,105.51563559958721,-42.65069117275655,-0.31810107197549775
120,105.35460979154138,-40.95577591851918,-0.31810107197549775
121,104.740088966785,-39.260860664281914,-0.31810107197549775
122,104.56503932600853,-38.90057255623836,-0.31810107197549775
123,103.97551346975604,-37.565945410044655,-0.31810107197549775
124,103.68486403969767,-35.87103015580739,-0.31810107197549775
125,103.27484845744821,-34.17611490157002,-0.31810107197549775
126,102.87299194868199,-33.41123624209396,-0.31810107197549775
127,102.32906426135469,-32.48119964733276,-0.31810107197549775
128,102.02546647346233,-30.7862843930955,-0.31810107197549775
129,101.69547381750021,-29.091369138858237,-0.31810107197549775
130,101.1809445713554,-28.095162190666766,-0.31810107197549775
131,100.71203144178781,-27.396453884620975,-0.31810107197549775
132,100.3759329606947,-25.701538630383602,-0.31810107197549775
133,100.08309297071183,-24.00662337614634,-0.31810107197549775
134,99.48889719402881,-22.747371326443666,-0.31810107197549775
135,99.17187017894268,-22.311708121909078,-0.31810107197549775
136,98.71701483702516,-20.61679286767182,-0.31810107197549775
137,98.469073767178,-18.921877613434447,-0.31810107197549775
138,97.79684981670228,-17.604771308446175,-0.31810107197549775
139,97.47982280161615,-17.226962359197184,-0.31810107197549775
140,96.96101159382037,-15.532047104959922,-0.31810107197549775
141,96.50665894814198,-13.837131850722661,-0.31810107197549775
142,96.10480243937569,-13.164038630383622,-0.31810107197549775
143,95.47594026007033,-12.142216596485289,-0.31810107197549775
144,95.12874006034106,-10.447301342248029,-0.31810107197549775
145,94.41275506204916,-9.019853034392122,-0.31810107197549775
146,94.17962217290282,-8.752386088010766,-0.31810107197549775
147,93.59871165027688,-7.057470833773505,-0.31810107197549775
148,93.16156735371722,-5.362555579536132,-0.31810107197549775
149,92.72070768472257,-4.617597107758109,-0.31810107197549775
150,92.11187882939653,-3.667640325298871,-0.31810107197549775
151,91.78392013828778,-1.9727250710616095,-0.31810107197549775
152,91.02866030739598,-0.4708862479084752,-0.31810107197549775
153,90.84943686808711,-0.27780981682434813,-0.31810107197549775
154,90.23385909737914,1.4171054374130243,-0.31810107197549775
155,89.81666007925476,3.1120206916502857,-0.31810107197549775
156,89.33661293006945,3.927194218688146,-0.31810107197549775
157,88.74708707381696,4.806935945887547,-0.31810107197549775
158,88.29328833512074,6.5018512001248085,-0.31810107197549775
159,87.64456555274286,7.61581194945582,-0.31810107197549775
160,87.17565242317526,8.19676645436218,-0.31810107197549775
161,86.67554247564546,9.891681708599442,-0.31810107197549775
162,85.95251817541633,11.225895052267788,-0.31810107197549775
163,85.6354911603302,11.586596962836705,-0.31810107197549775
164,85.07234288910543,13.281512217073965,-0.31810107197549775
165,84.26047079808974,14.852005283329806,-0.31810107197549775
166,84.13625913834511,14.976427471311283,-0.31810107197549775
167,83.41294532287013,16.671342725548545,-0.31810107197549775
168,82.6881939238317,18.36625797978586,-0.31810107197549775
169,82.56842342076321,18.530876623853665,-0.31810107197549775
170,81.7736222107463,20.061173234023123,-0.31810107197549775
171,81.18738131075825,21.75608848826044,-0.31810107197549775
172,80.87637604343662,22.205807829716264,-0.31810107197549775
173,80.13492493968872,23.4510037424977,-0.31810107197549775
174,79.63036198532025,25.145918996735016,-0.31810107197549775
175,79.18432866611002,25.78045289504005,-0.31810107197549775
176,78.4666424692016,26.84083425097228,-0.31810107197549775
177,77.93831460799366,28.535749505209594,-0.31810107197549775
178,77.49228128878349,29.17028340351463,-0.31810107197549775
179,76.77459509187501,30.230664759446856,-0.31810107197549775
180,76.16029480075159,31.925580013684176,-0.31810107197549775
181,75.8002339114569,32.407053741965505,-0.31810107197549775
182,75.0283515544532,33.620495267921434,-0.31810107197549775
183,74.41919180145202,35.31541052215875,-0.31810107197549775
184,74.10818653413037,35.724362238438445,-0.31810107197549775
185,73.31338532411347,37.010325776396016,-0.31810107197549775
186,72.41613915680378,38.5808188426518,-0.31810107197549775
187,72.29192749705915,38.70524103063333,-0.31810107197549775
188,71.4690897193233,40.40015628487059,-0.31810107197549775
189,70.72409177947725,41.48977823901373,-0.31810107197549775
190,70.18016409214994,42.095071539107906,-0.31810107197549775
191,69.55575656609125,43.78998679334517,-0.31810107197549775
192,69.03204440215066,44.48835392731348,-0.31810107197549775
193,68.2905932984027,45.48490204758249,-0.31810107197549775
194,67.45976752789257,47.179817301819746,-0.31810107197549775
195,67.33999702482407,47.316757007813514,-0.31810107197549775
196,66.3929475873436,48.87473255605707,-0.31810107197549775
197,65.64794964749754,49.9164897310585,-0.31810107197549775
198,65.05842379124505,50.56964781029433,-0.31810107197549775
199,64.31596315946564,52.26456306453164,-0.31810107197549775
200,63.95590227017095,52.69551678384959,-0.31810107197549775
201,63.120064047289034,53.9594783187689,-0.31810107197549775
202,62.263854892844414,55.21850528269806,-0.31810107197549775
203,61.828704146174694,55.654393573006224,-0.31810107197549775
204,60.93414115778262,57.34930882724348,-0.31810107197549775
205,60.571807515517825,57.75878007524066,-0.31810107197549775
206,59.64016452373666,59.04422408148074,-0.31810107197549775
207,58.879760138191294,60.01080114216356,-0.31810107197549775
208,58.21779744913707,60.739139335718065,-0.31810107197549775
209,57.187712760864706,62.37778517198211,-0.31810107197549775
210,57.131538553412575,62.43405458995532,-0.31810107197549775
211,56.001277173804375,64.12896984419264,-0.31810107197549775
212,55.49566538353812,64.684769976264,-0.31810107197549775
213,54.55120318290019,65.8238850984299,-0.31810107197549775
214,53.803618006211586,66.70831778762349,-0.31810107197549775
215,53.0859318093031,67.51880035266721,-0.31810107197549775
216,52.111570628885,68.77782731659637,-0.31810107197549775
217,51.67641988221527,69.21371560690449,-0.31810107197549775
218,50.54106534383751,70.9086308611418,-0.31810107197549775
219,50.41952325155846,71.03702602079298,-0.31810107197549775
220,49.192614184933426,72.60354611537906,-0.31810107197549775
221,48.72747587423187,73.09984116375196,-0.31810107197549775
222,47.763384287308256,74.29846136961638,-0.31810107197549775
223,47.03542849690534,75.1047671383811,-0.31810107197549775
224,46.2061105755896,75.99337662385364,-0.31810107197549775
225,45.34338111957875,77.01108424894065,-0.31810107197549775
226,44.70021273835384,77.68829187809095,-0.31810107197549775
227,43.65133374225216,79.02526962628198,-0.31810107197549775
228,43.29400188342436,79.38320713232821,-0.31810107197549775
229,41.95928636492563,81.02185296859227,-0.31810107197549775
230,41.903112157473444,81.07812238656552,-0.31810107197549775
231,40.50177873569116,82.7730376408028,-0.31810107197549775
232,40.26723898759904,83.01832362372768,-0.31810107197549775
233,39.00534560865343,84.46795289504011,-0.31810107197549775
234,38.575191610272505,84.92209355142133,-0.31810107197549775
235,37.49796033293684,86.16286814927737,-0.31810107197549775
236,36.88314423294592,86.81306252510912,-0.31810107197549775
237,35.955164549638766,87.85778340351469,-0.31810107197549775
238,35.19109685561933,88.63167741050026,-0.31810107197549775
239,34.27163401995353,89.55269865775195,-0.31810107197549775
240,33.4990494782928,90.39719269578383,-0.31810107197549775
241,32.70781292661679,91.24761391198926,-0.31810107197549775
242,31.80700210096621,92.14995153564936,-0.31810107197549775
243,31.015765549290197,92.94252916622654,-0.31810107197549775
244,30.114954723639677,93.8723381185766,-0.31810107197549775
245,29.38523937635573,94.63744442046385,-0.31810107197549775
246,28.422907346313085,95.68810117757582,-0.31810107197549775
247,27.779738965088175,96.33235967470111,-0.31810107197549775
248,26.730859968986554,97.38301643181308,-0.31810107197549775
249,26.08769158776164,98.02727492893843,-0.31810107197549775
250,25.038812591659966,99.07793168605033,-0.31810107197549775
251,24.39564421043505,99.72219018317568,-0.31810107197549775
252,23.346765214333377,100.77284694028765,-0.31810107197549775
253,22.70359683310852,101.417105437413,-0.31810107197549775
254,21.654717837006842,102.46776219452491,-0.31810107197549775
255,21.011549455781932,103.11202069165026,-0.31810107197549775
256,19.962670459680254,104.16267744876222,-0.31810107197549775
257,19.319502078455397,104.80693594588753,-0.31810107197549775
258,18.270623082353723,105.75914339959091,-0.31810107197549775
259,17.494969246416137,106.50185120012485,-0.31810107197549775
260,16.57857570502713,107.40418882378493,-0.31810107197549775
