,x,y,z
0,54.60089804,-48.91451501,-425.0489237
1,56.29294542,-48.91451501,-425.0489237
2,57.98499279,-49.27479166,-425.0489237
3,59.67704017,-49.27479166,-425.0489237
4,61.36908755,-49.27479166,-425.0489237
5,63.06113493,-49.54645827,-425.0489237
6,64.7531823,-49.54645827,-425.0489237
7,66.44522968,-49.54645827,-425.0489237
8,68.13727706,-49.54645827,-425.0489237
9,69.82932444,-49.54645827,-425.0489237
10,71.52137181,-49.54645827,-425.0489237
11,73.21341919,-49.54645827,-425.0489237
12,74.90546657,-49.30927375,-425.0489237
13,76.59751394,-49.06747583,-425.0489237
14,78.0780554,-48.79474451,-425.0489237
15,78.28956132,-48.7385703,-425.0489237
16,79.9816087,-48.35959376,-425.0489237
17,81.67365608,-48.0532934,-425.0489237
18,83.36570345,-47.90484564,-425.0489237
19,84.62260008,-47.10269713,-425.0489237
20,85.05775083,-46.66754638,-425.0489237
21,86.10662983,-45.41064975,-425.0489237
22,86.74979821,-44.19509848,-425.0489237
23,87.02252953,-43.71860238,-425.0489237
24,87.26432745,-42.026555,-425.0489237
25,87.10539807,-40.33450762,-425.0489237
26,86.74979821,-38.9677765,-425.0489237
27,86.62558655,-38.64246024,-425.0489237
28,86.10662983,-36.95041287,-425.0489237
29,85.85461778,-35.25836549,-425.0489237
30,85.28432455,-33.56631811,-425.0489237
31,85.05775083,-33.24929795,-425.0489237
32,84.28586847,-31.87427073,-425.0489237
33,83.67670872,-30.18222336,-425.0489237
34,83.36570345,-29.77396361,-425.0489237
35,82.57090224,-28.49017598,-425.0489237
36,81.67365608,-26.92234026,-425.0489237
37,81.54944442,-26.7981286,-425.0489237
38,80.71701479,-25.10608123,-425.0489237
39,79.9816087,-24.10697301,-425.0489237
40,79.35274652,-23.41403385,-425.0489237
41,78.3498716,-21.72198647,-425.0489237
42,78.28956132,-21.65509941,-425.0489237
43,77.2667849,-20.02993909,-425.0489237
44,76.59751394,-19.23968415,-425.0489237
45,75.82563159,-18.33789172,-425.0489237
46,74.90546657,-17.21800906,-425.0489237
47,74.33330185,-16.64584434,-425.0489237
48,73.21341919,-15.18692985,-425.0489237
49,72.9802863,-14.95379696,-425.0489237
50,71.80337971,-13.26174958,-425.0489237
51,71.52137181,-12.96774135,-425.0489237
52,70.41657417,-11.56970221,-425.0489237
53,69.82932444,-10.92060799,-425.0489237
54,68.92623357,-9.877654829,-425.0489237
55,68.13727706,-8.981978688,-425.0489237
56,67.40756171,-8.185607452,-425.0489237
57,66.44522968,-7.136728456,-425.0489237
58,65.8020613,-6.493560075,-425.0489237
59,64.7531823,-5.444681078,-425.0489237
60,64.11001392,-4.801512697,-425.0489237
61,63.06113493,-3.752633701,-425.0489237
62,62.41796654,-3.10946532,-425.0489237
63,61.36908755,-2.158869046,-425.0489237
64,60.59343371,-1.417417943,-425.0489237
65,59.67704017,-0.516607117,-425.0489237
66,58.88580362,0.274629435,-425.0489237
67,57.98499279,1.17544026,-425.0489237
68,57.19375624,1.966676812,-425.0489237
69,56.29294542,2.85242601,-425.0489237
70,55.42885672,3.658724189,-425.0489237
71,54.60089804,4.394406723,-425.0489237
72,53.41084986,5.350771567,-425.0489237
73,52.90885066,5.815909877,-425.0489237
74,51.2815189,7.042818944,-425.0489237
75,51.21680328,7.104055563,-425.0489237
76,49.52475591,8.265953192,-425.0489237
77,49.05584278,8.734866321,-425.0489237
78,47.83270853,9.709227502,-425.0489237
79,47.04856991,10.4269137,-425.0489237
80,46.14066115,11.21587021,-425.0489237
81,45.09770799,12.11896108,-425.0489237
82,44.44861378,12.69970118,-425.0489237
83,42.7565664,13.63178501,-425.0489237
84,42.57734296,13.81100845,-425.0489237
85,41.06451902,14.74614159,-425.0489237
86,40.13652229,15.50305583,-425.0489237
87,39.37247164,16.11956283,-425.0489237
88,37.68042427,16.96197032,-425.0489237
89,37.44729138,17.19510321,-425.0489237
90,35.98837689,18.08213897,-425.0489237
91,34.80456762,18.88715059,-425.0489237
92,34.29632951,19.29387182,-425.0489237
93,32.60428213,19.97036911,-425.0489237
94,31.87112026,20.57919796,-425.0489237
95,30.91223476,21.23462849,-425.0489237
96,29.22018738,21.83609459,-425.0489237
97,28.75809492,22.27124534,-425.0489237
98,27.52814,23.04867251,-425.0489237
99,25.85875397,23.96329272,-425.0489237
100,25.83609263,23.98296769,-425.0489237
101,24.14404525,24.88345774,-425.0489237
102,23.08029487,25.65534009,-425.0489237
103,22.45199787,26.14421025,-425.0489237
104,20.75995049,26.82516834,-425.0489237
105,20.2077672,27.34738747,-425.0489237
106,19.06790312,28.14033022,-425.0489237
107,17.64012817,29.03943485,-425.0489237
108,17.37585574,29.26600857,-425.0489237
109,15.68380836,30.06951954,-425.0489237
110,14.89456782,30.73148223,-425.0489237
111,13.99176098,31.40075318,-425.0489237
112,12.29971361,32.24430616,-425.0489237
113,12.12049017,32.4235296,-425.0489237
114,10.60766623,33.35866274,-425.0489237
115,9.679669496,34.11557698,-425.0489237
116,8.915618852,34.73208398,-425.0489237
117,7.223571474,35.62840092,-425.0489237
118,7.044348035,35.80762436,-425.0489237
119,5.531524097,36.72778938,-425.0489237
120,4.467773724,37.49967174,-425.0489237
121,3.83947672,37.98854189,-425.0489237
122,2.147429342,38.60219326,-425.0489237
123,1.495376438,39.19171911,-425.0489237
124,0.455381965,39.91474341,-425.0489237
125,-1.236665412,40.3398388,-425.0489237
126,-1.978003625,40.88376649,-425.0489237
127,-2.92871279,41.44281696,-425.0489237
128,-4.620760167,41.81889963,-425.0489237
129,-6.312807544,42.08622024,-425.0489237
130,-8.004854922,42.51963966,-425.0489237
131,-8.141902438,42.57581387,-425.0489237
132,-9.696902299,42.97767038,-425.0489237
133,-11.38894968,43.05586102,-425.0489237
134,-13.08099705,43.05586102,-425.0489237
135,-14.77304443,42.75086351,-425.0489237
136,-16.46509181,42.69558437,-425.0489237
137,-16.90925424,42.57581387,-425.0489237
138,-18.15713919,42.21848201,-425.0489237
139,-19.84918656,41.87251196,-425.0489237
140,-21.54123394,41.70335508,-425.0489237
141,-23.23328132,41.51005598,-425.0489237
142,-24.76071083,40.88376649,-425.0489237
143,-24.92532869,40.75955483,-425.0489237
144,-26.61737607,40.24059811,-425.0489237
145,-28.30942345,39.98858606,-425.0489237
146,-30.00147083,39.36676875,-425.0489237
147,-30.31182454,39.19171911,-425.0489237
148,-31.6935182,38.52975642,-425.0489237
149,-33.38556558,38.06236239,-425.0489237
150,-34.30468869,37.49967174,-425.0489237
151,-35.07761296,36.92750701,-425.0489237
152,-36.76966034,36.41758757,-425.0489237
153,-37.58812085,35.80762436,-425.0489237
154,-38.46170771,35.10432245,-425.0489237
155,-40.15375509,34.3421507,-425.0489237
156,-40.4271525,34.11557698,-425.0489237
157,-41.84580247,33.23349609,-425.0489237
158,-42.98566655,32.4235296,-425.0489237
159,-43.53784985,31.90131047,-425.0489237
160,-45.22989722,31.04652096,-425.0489237
161,-45.59735802,30.73148223,-425.0489237
162,-46.9219446,29.81181882,-425.0489237
163,-47.81762074,29.03943485,-425.0489237
164,-48.61399198,28.3097195,-425.0489237
165,-49.73387463,27.34738747,-425.0489237
166,-50.30603935,26.77522275,-425.0489237
167,-51.76495384,25.65534009,-425.0489237
168,-51.99808673,25.42220721,-425.0489237
169,-53.69013411,24.19457977,-425.0489237
170,-53.93500506,23.96329272,-425.0489237
171,-55.38218149,22.78291236,-425.0489237
172,-55.92643876,22.27124534,-425.0489237
173,-57.07422886,21.3148805,-425.0489237
174,-57.84681341,20.57919796,-425.0489237
175,-58.76627624,19.62240736,-425.0489237
176,-59.45743966,18.88715059,-425.0489237
177,-60.45832362,17.80991931,-425.0489237
178,-61.07313972,17.19510321,-425.0489237
179,-62.150371,15.99851112,-425.0489237
180,-62.62127221,15.50305583,-425.0489237
181,-63.84241837,14.24116245,-425.0489237
182,-64.26983624,13.81100845,-425.0489237
183,-65.53446575,12.30725074,-425.0489237
184,-65.71589417,12.11896108,-425.0489237
185,-67.10230147,10.4269137,-425.0489237
186,-67.22651313,10.30270204,-425.0489237
187,-68.23846518,8.734866321,-425.0489237
188,-68.91856051,7.989135291,-425.0489237
189,-69.67896489,7.042818944,-425.0489237
190,-70.61060788,5.667223175,-425.0489237
191,-70.88697562,5.350771567,-425.0489237
192,-71.65948688,3.658724189,-425.0489237
193,-72.30265526,2.926489735,-425.0489237
194,-73.00837491,1.966676812,-425.0489237
195,-73.67767562,0.274629435,-425.0489237
196,-73.99470264,-0.063996185,-425.0489237
197,-74.74996247,-1.417417943,-425.0489237
198,-75.21783689,-3.10946532,-425.0489237
199,-75.68675001,-3.655884752,-425.0489237
200,-76.35897397,-4.801512697,-425.0489237
201,-76.60691503,-6.493560075,-425.0489237
202,-77.1070665,-8.185607452,-425.0489237
203,-77.37879739,-8.935492085,-425.0489237
204,-77.65152871,-9.877654829,-425.0489237
205,-77.96691211,-11.56970221,-425.0489237
206,-78.09653726,-13.26174958,-425.0489237
207,-77.85884454,-14.95379696,-425.0489237
208,-77.49856789,-16.64584434,-425.0489237
209,-77.37879739,-16.82406324,-425.0489237
210,-76.62188315,-18.33789172,-425.0489237
211,-75.86429657,-20.02993909,-425.0489237
212,-75.68675001,-20.2168153,-425.0489237
213,-74.41941896,-21.72198647,-425.0489237
214,-73.99470264,-22.14140088,-425.0489237
215,-72.30265526,-23.0166242,-425.0489237
216,-71.87985456,-23.41403385,-425.0489237
217,-70.61060788,-24.22400034,-425.0489237
218,-68.91856051,-25.04990702,-425.0489237
219,-68.8623863,-25.10608123,-425.0489237
220,-67.22651313,-25.91795332,-425.0489237
221,-65.53446575,-26.32921547,-425.0489237
222,-64.95449425,-26.7981286,-425.0489237
223,-63.84241837,-27.44027954,-425.0489237
224,-62.150371,-27.78687407,-425.0489237
225,-60.56159412,-28.49017598,-425.0489237
226,-60.45832362,-28.55048626,-425.0489237
227,-58.76627624,-29.23832497,-425.0489237
228,-57.07422886,-29.47892145,-425.0489237
229,-55.48545198,-30.18222336,-425.0489237
230,-55.38218149,-30.24253364,-425.0489237
231,-53.69013411,-30.91654495,-425.0489237
232,-51.99808673,-31.10238838,-425.0489237
233,-50.30603935,-31.47686109,-425.0489237
234,-49.65875301,-31.87427073,-425.0489237
235,-48.61399198,-32.35431788,-425.0489237
236,-46.9219446,-32.69385932,-425.0489237
237,-45.22989722,-32.92314973,-425.0489237
238,-43.53784985,-33.44210645,-425.0489237
239,-43.37323198,-33.56631811,-425.0489237
240,-41.84580247,-34.1926076,-425.0489237
241,-40.15375509,-34.40585531,-425.0489237
242,-38.46170771,-34.61519711,-425.0489237
243,-36.76966034,-35.07914205,-425.0489237
244,-36.49355936,-35.25836549,-425.0489237
245,-35.07761296,-35.81151335,-425.0489237
246,-33.38556558,-36.07795408,-425.0489237
247,-31.6935182,-36.22069752,-425.0489237
248,-30.00147083,-36.48149974,-425.0489237
249,-28.96149047,-36.95041287,-425.0489237
250,-28.30942345,-37.22314419,-425.0489237
251,-26.61737607,-37.64280415,-425.0489237
252,-24.92532869,-37.78995006,-425.0489237
253,-23.23328132,-37.96236492,-425.0489237
254,-21.54123394,-38.28512838,-425.0489237
255,-20.64967241,-38.64246024,-425.0489237
256,-19.84918656,-38.91519156,-425.0489237
257,-18.15713919,-39.32839341,-425.0489237
258,-16.46509181,-39.46991342,-425.0489237
259,-14.77304443,-39.57759338,-425.0489237
260,-13.08099705,-39.79057993,-425.0489237
261,-11.38894968,-40.21029596,-425.0489237
262,-11.15568834,-40.33450762,-425.0489237
263,-9.696902299,-40.81455477,-425.0489237
264,-8.004854922,-41.10296893,-425.0489237
265,-6.312807544,-41.19071678,-425.0489237
266,-4.620760167,-41.36459231,-425.0489237
267,-2.92871279,-41.59140425,-425.0489237
268,-1.843110574,-42.026555,-425.0489237
269,-1.236665412,-42.25312872,-425.0489237
270,0.455381965,-42.65284449,-425.0489237
271,2.147429342,-42.82870351,-425.0489237
272,3.83947672,-42.94672002,-425.0489237
273,5.531524097,-43.10977352,-425.0489237
274,7.223571474,-43.36127052,-425.0489237
275,8.666438437,-43.71860238,-425.0489237
276,8.915618852,-43.77891266,-425.0489237
277,10.60766623,-44.19864952,-425.0489237
278,12.29971361,-44.47692679,-425.0489237
279,13.99176098,-44.53047447,-425.0489237
280,15.68380836,-44.61584854,-425.0489237
281,17.37585574,-44.73055443,-425.0489237
282,19.06790312,-44.92105612,-425.0489237
283,20.75995049,-45.23142631,-425.0489237
284,21.26087534,-45.41064975,-425.0489237
285,22.45199787,-45.72165502,-425.0489237
286,24.14404525,-46.07256204,-425.0489237
287,25.83609263,-46.19305615,-425.0489237
288,27.52814,-46.26685891,-425.0489237
289,29.22018738,-46.36124603,-425.0489237
290,30.91223476,-46.51317127,-425.0489237
291,32.60428213,-46.70528749,-425.0489237
292,34.29632951,-47.04652292,-425.0489237
293,34.50783543,-47.10269713,-425.0489237
294,35.98837689,-47.37542845,-425.0489237
295,37.68042427,-47.61722638,-425.0489237
296,39.37247164,-47.85441089,-425.0489237
297,41.06451902,-47.90484564,-425.0489237
298,42.7565664,-47.95890628,-425.0489237
299,44.44861378,-48.01039149,-425.0489237
300,46.14066115,-48.07705831,-425.0489237
301,47.83270853,-48.16588233,-425.0489237
302,49.52475591,-48.22257979,-425.0489237
303,51.21680328,-48.47771749,-425.0489237
304,52.90885066,-48.61552107,-425.0489237
